Login_Per_Bulan,Durasi_Sesi_Menit,Fitur_AI_Dipakai,Jumlah_Komplain,Status_Langganan
1,9.9,7,2,Berhenti
13,63.1,3,2,Bertahan
13,5.0,7,0,Bertahan
5,10.4,9,1,Bertahan
8,35.0,9,1,Bertahan
20,50.7,5,1,Bertahan
16,71.5,4,0,Bertahan
15,46.2,11,1,Bertahan
17,40.1,11,0,Bertahan
15,56.6,6,4,Berhenti
23,27.6,8,3,Bertahan
15,47.8,5,0,Bertahan
4,21.0,11,1,Berhenti
26,46.7,5,1,Bertahan
17,42.4,7,4,Bertahan
10,28.9,9,0,Bertahan
6,48.3,7,0,Bertahan
17,48.2,9,0,Bertahan
14,68.5,5,1,Berhenti
26,12.9,7,0,Bertahan
12,43.5,7,1,Bertahan
9,29.8,5,1,Bertahan
21,62.4,10,1,Upgrade
21,60.1,8,1,Bertahan
16,55.2,6,0,Bertahan
19,30.9,5,1,Bertahan
14,62.7,8,1,Bertahan
16,14.4,7,2,Bertahan
23,10.3,8,1,Bertahan
19,19.5,7,1,Bertahan
13,44.3,9,2,Berhenti
24,58.5,10,0,Upgrade
1,5.0,13,1,Berhenti
29,71.5,12,0,Upgrade
3,47.6,5,0,Bertahan
10,13.6,10,0,Bertahan
14,47.0,5,1,Bertahan
13,66.9,11,1,Bertahan
22,57.0,8,1,Bertahan
7,67.0,8,1,Bertahan
16,17.7,5,4,Berhenti
10,36.7,9,1,Bertahan
17,26.5,7,1,Bertahan
14,79.4,10,1,Bertahan
15,57.8,7,1,Bertahan
11,101.9,9,0,Upgrade
11,35.6,6,2,Berhenti
17,30.5,7,2,Bertahan
21,42.1,7,3,Bertahan
10,72.6,5,2,Bertahan
8,37.7,18,1,Bertahan
19,47.5,4,0,Bertahan
14,46.9,6,2,Bertahan
20,45.8,7,1,Upgrade
8,32.0,6,1,Berhenti
2,42.3,7,0,Bertahan
11,41.4,8,2,Berhenti
9,44.8,8,2,Berhenti
14,63.9,7,0,Bertahan
10,80.2,9,0,Bertahan
20,28.2,11,3,Berhenti
12,37.2,9,1,Bertahan
16,28.5,4,0,Bertahan
16,48.7,7,2,Bertahan
16,34.2,6,2,Bertahan
14,49.8,10,0,Bertahan
18,67.1,9,1,Bertahan
9,5.0,6,2,Berhenti
24,54.8,3,1,Bertahan
13,35.8,11,2,Bertahan
5,54.2,9,1,Bertahan
16,27.1,1,4,Berhenti
9,68.9,9,1,Bertahan
19,63.3,10,2,Bertahan
30,56.4,12,1,Bertahan
9,60.9,11,1,Bertahan
17,30.1,9,0,Upgrade
2,32.6,10,0,Bertahan
18,60.0,9,0,Bertahan
8,29.6,7,0,Bertahan
10,73.9,9,2,Bertahan
7,38.5,11,0,Bertahan
20,55.0,14,3,Bertahan
22,87.0,6,1,Bertahan
15,30.9,10,3,Berhenti
8,46.4,7,0,Bertahan
26,66.1,5,1,Bertahan
9,64.0,9,1,Bertahan
1,38.4,6,2,Berhenti
18,34.7,7,2,Bertahan
7,40.3,11,0,Bertahan
21,74.0,4,1,Bertahan
12,39.4,8,1,Bertahan
19,46.6,8,0,Bertahan
24,36.5,8,0,Bertahan
6,59.1,10,0,Bertahan
11,48.1,8,3,Berhenti
14,24.9,6,3,Berhenti
25,25.6,6,3,Bertahan
10,5.0,8,0,Bertahan
10,28.4,7,0,Bertahan
18,60.9,9,0,Upgrade
10,71.5,15,0,Upgrade
16,58.7,5,2,Berhenti
4,56.1,9,0,Bertahan
30,42.5,12,3,Bertahan
5,60.5,11,1,Bertahan
12,50.7,13,2,Bertahan
14,81.1,10,0,Bertahan
28,43.0,7,2,Bertahan
5,71.9,9,2,Berhenti
28,62.5,12,1,Upgrade
20,59.7,2,2,Bertahan
17,5.0,8,3,Berhenti
8,63.6,6,2,Bertahan
18,42.4,12,1,Bertahan
9,36.1,6,0,Bertahan
23,15.3,5,0,Bertahan
8,44.9,5,1,Bertahan
14,45.7,6,1,Bertahan
11,18.9,6,0,Bertahan
8,15.5,12,2,Berhenti
20,54.7,6,4,Berhenti
18,62.4,11,1,Upgrade
23,48.8,5,2,Bertahan
2,68.0,9,0,Bertahan
22,43.3,7,2,Bertahan
30,43.9,5,1,Upgrade
11,26.7,6,1,Berhenti
28,13.8,7,2,Bertahan
13,82.1,5,2,Bertahan
5,67.6,7,0,Bertahan
12,17.1,7,0,Bertahan
22,48.1,8,1,Upgrade
9,43.0,6,1,Bertahan
10,39.5,5,0,Bertahan
19,36.8,8,0,Bertahan
15,52.6,10,1,Bertahan
19,61.4,3,0,Upgrade
16,53.0,3,2,Berhenti
18,42.6,7,4,Berhenti
11,41.9,8,0,Bertahan
16,63.7,11,0,Upgrade
8,54.3,4,3,Berhenti
24,46.5,8,1,Bertahan
10,44.3,5,2,Berhenti
22,51.9,2,1,Bertahan
13,35.6,8,0,Bertahan
16,61.4,6,1,Bertahan
11,23.5,6,2,Bertahan
7,36.8,7,0,Bertahan
2,57.2,14,3,Berhenti
7,22.3,8,0,Bertahan
12,13.5,8,1,Bertahan
16,46.3,9,2,Bertahan
22,11.1,6,1,Bertahan
11,19.0,7,1,Bertahan
8,60.1,9,2,Bertahan
4,40.9,8,2,Berhenti
18,70.7,8,1,Upgrade
24,20.9,6,0,Bertahan
23,43.1,5,0,Bertahan
19,53.0,9,1,Bertahan
19,21.6,13,0,Upgrade
26,65.6,7,3,Bertahan
17,55.2,3,1,Bertahan
19,12.8,9,2,Berhenti
12,44.2,14,2,Bertahan
5,52.7,10,2,Bertahan
10,33.2,5,0,Bertahan
14,15.4,6,0,Bertahan
15,50.6,8,1,Bertahan
28,89.2,7,1,Upgrade
15,37.3,7,1,Bertahan
23,76.4,7,1,Upgrade
11,30.0,8,1,Bertahan
12,49.3,10,1,Bertahan
5,60.4,7,1,Bertahan
9,44.8,4,1,Berhenti
18,39.0,9,2,Bertahan
15,59.5,7,0,Bertahan
21,82.8,7,1,Upgrade
16,51.0,11,0,Upgrade
12,34.7,6,1,Berhenti
30,41.2,10,0,Upgrade
14,95.4,11,1,Bertahan
23,47.7,6,2,Bertahan
12,33.1,11,1,Bertahan
19,22.1,7,1,Berhenti
21,8.5,11,2,Berhenti
16,52.3,8,1,Bertahan
1,58.1,8,1,Bertahan
15,37.1,7,2,Berhenti
23,44.7,8,1,Bertahan
18,21.6,6,1,Bertahan
18,47.7,5,0,Upgrade
2,54.6,6,2,Berhenti
9,34.3,8,1,Bertahan
17,78.8,3,0,Bertahan
17,28.3,7,0,Bertahan
23,50.7,7,2,Bertahan
13,62.0,9,1,Bertahan
17,43.5,7,3,Berhenti
15,41.2,9,2,Bertahan
8,16.4,12,0,Bertahan
1,72.1,4,0,Bertahan
18,41.6,7,1,Bertahan
16,55.7,3,4,Berhenti
10,58.5,8,1,Bertahan
3,32.4,10,1,Bertahan
19,41.0,5,2,Bertahan
13,71.7,8,0,Bertahan
18,22.7,7,0,Bertahan
28,87.6,6,2,Upgrade
1,30.1,16,2,Berhenti
10,21.4,11,1,Bertahan
13,47.6,8,2,Bertahan
25,89.2,2,1,Bertahan
3,6.8,10,1,Bertahan
28,42.2,6,2,Bertahan
15,54.5,16,1,Bertahan
14,45.7,5,1,Bertahan
13,52.6,9,4,Berhenti
11,30.6,12,1,Bertahan
22,33.0,8,0,Bertahan
7,42.0,7,0,Bertahan
17,22.4,5,3,Berhenti
12,44.1,12,0,Bertahan
9,37.2,7,3,Berhenti
30,35.6,5,0,Bertahan
17,51.4,11,1,Bertahan
19,8.6,7,0,Bertahan
22,40.4,4,0,Upgrade
5,91.3,6,2,Bertahan
27,23.3,8,0,Bertahan
1,70.7,10,0,Bertahan
9,46.1,10,1,Bertahan
11,32.9,8,0,Bertahan
19,18.6,8,0,Bertahan
16,47.8,8,0,Bertahan
13,74.1,4,1,Bertahan
14,37.2,3,2,Berhenti
8,43.4,6,1,Berhenti
4,65.2,9,1,Bertahan
20,51.8,6,1,Bertahan
19,13.6,9,1,Bertahan
26,47.0,5,0,Upgrade
9,75.2,5,1,Bertahan
19,44.3,6,0,Bertahan
13,5.0,6,0,Bertahan
23,52.8,9,0,Upgrade
22,41.0,8,0,Bertahan
16,8.4,10,0,Bertahan
12,11.4,10,1,Bertahan
21,64.5,4,1,Bertahan
19,30.4,10,0,Bertahan
10,26.9,11,1,Bertahan
5,44.3,6,0,Bertahan
12,32.1,10,0,Bertahan
25,47.0,8,2,Upgrade
23,40.9,11,0,Upgrade
7,21.0,8,1,Bertahan
6,34.8,8,0,Bertahan
23,53.9,9,1,Upgrade
7,45.8,9,0,Bertahan
18,43.4,11,2,Bertahan
10,83.7,4,4,Berhenti
26,59.6,5,1,Bertahan
9,62.0,5,1,Bertahan
23,41.7,9,3,Bertahan
16,49.4,14,0,Upgrade
16,36.4,8,1,Bertahan
1,60.6,11,0,Bertahan
1,42.8,9,1,Bertahan
13,49.4,5,2,Bertahan
16,48.2,10,0,Upgrade
7,44.6,11,0,Bertahan
7,103.8,2,1,Bertahan
18,31.7,7,0,Bertahan
18,31.5,9,4,Berhenti
14,58.9,7,0,Bertahan
20,33.1,10,1,Bertahan
6,39.2,5,1,Berhenti
12,23.3,7,0,Bertahan
26,54.8,10,1,Upgrade
15,55.1,7,1,Bertahan
15,38.7,8,3,Berhenti
30,59.3,12,4,Bertahan
5,7.8,5,3,Berhenti
20,30.9,5,0,Bertahan
26,41.6,10,1,Bertahan
12,21.6,6,2,Berhenti
21,10.0,8,1,Bertahan
8,38.8,7,0,Bertahan
10,58.9,9,0,Bertahan
17,70.6,8,1,Bertahan
20,34.1,8,1,Bertahan
22,59.7,8,1,Bertahan
25,57.7,6,0,Upgrade
14,69.4,7,0,Upgrade
23,38.0,9,2,Bertahan
12,9.0,11,1,Bertahan
21,46.4,10,0,Bertahan
16,24.7,5,1,Bertahan
18,30.5,6,0,Bertahan
17,39.0,11,5,Berhenti
3,38.2,5,0,Bertahan
7,47.8,6,1,Berhenti
15,59.1,10,0,Upgrade
3,37.6,7,0,Bertahan
20,52.9,2,0,Bertahan
21,45.3,13,0,Upgrade
17,63.7,11,2,Bertahan
7,41.2,13,2,Bertahan
24,43.4,9,0,Bertahan
29,37.5,7,2,Upgrade
16,41.8,4,1,Bertahan
18,29.3,6,1,Bertahan
16,27.3,13,0,Bertahan
18,60.5,5,1,Bertahan
14,23.3,12,2,Berhenti
14,38.6,9,1,Bertahan
21,65.3,9,1,Bertahan
30,37.9,6,1,Bertahan
5,61.6,11,2,Bertahan
14,33.2,3,0,Upgrade
6,24.0,2,1,Berhenti
26,13.1,6,0,Bertahan
10,71.3,12,1,Upgrade
4,22.3,7,0,Bertahan
19,59.9,7,3,Bertahan
27,25.0,8,0,Upgrade
19,71.3,6,0,Upgrade
16,89.1,12,2,Bertahan
17,11.3,10,2,Bertahan
24,23.3,6,1,Bertahan
8,60.5,8,1,Bertahan
14,55.3,5,0,Bertahan
11,60.5,8,2,Bertahan
6,33.5,6,2,Berhenti
12,84.8,6,0,Upgrade
22,47.4,3,0,Bertahan
18,20.7,9,0,Bertahan
19,39.9,9,2,Bertahan
16,20.9,6,0,Bertahan
18,76.8,13,0,Upgrade
9,31.8,13,1,Bertahan
12,54.8,6,1,Bertahan
16,35.6,12,0,Bertahan
16,32.7,15,1,Bertahan
17,6.8,5,2,Berhenti
14,57.0,7,1,Bertahan
12,71.0,8,4,Berhenti
30,26.7,6,0,Bertahan
21,14.1,5,1,Bertahan
17,61.1,7,0,Bertahan
13,12.1,9,3,Berhenti
11,69.4,5,0,Bertahan
14,26.9,5,1,Bertahan
17,22.9,5,0,Bertahan
1,50.0,10,0,Bertahan
4,24.2,3,0,Bertahan
10,30.9,6,2,Bertahan
16,52.1,7,3,Berhenti
13,5.0,8,0,Bertahan
25,77.8,14,3,Upgrade
4,45.9,8,0,Bertahan
9,19.1,9,3,Berhenti
25,24.7,4,0,Bertahan
15,64.8,10,0,Upgrade
21,57.0,9,1,Bertahan
29,72.7,8,1,Upgrade
10,31.3,7,1,Bertahan
14,50.9,7,0,Upgrade
13,53.5,9,2,Bertahan
1,58.9,7,1,Berhenti
12,67.5,6,1,Bertahan
21,30.7,12,2,Bertahan
18,42.7,15,1,Bertahan
19,32.8,4,0,Bertahan
12,43.9,6,1,Berhenti
10,59.0,5,0,Bertahan
23,11.9,6,0,Bertahan
11,67.2,8,0,Bertahan
17,22.2,11,0,Upgrade
16,38.9,10,0,Bertahan
25,69.9,9,2,Bertahan
21,51.6,11,1,Upgrade
5,51.8,4,0,Bertahan
6,21.4,9,0,Bertahan
19,24.1,4,2,Berhenti
14,63.8,11,0,Upgrade
11,33.2,9,1,Bertahan
22,35.1,11,1,Bertahan
16,64.3,5,3,Berhenti
15,24.0,7,2,Berhenti
20,50.4,7,2,Bertahan
12,45.9,13,1,Bertahan
25,44.9,5,0,Bertahan
9,34.6,8,1,Berhenti
19,33.4,9,1,Bertahan
25,23.4,8,0,Upgrade
5,54.7,7,1,Bertahan
12,31.6,10,1,Bertahan
22,64.4,5,1,Bertahan
23,40.5,14,0,Upgrade
13,23.8,9,0,Bertahan
9,40.2,3,0,Bertahan
21,36.8,8,0,Upgrade
23,65.2,11,0,Upgrade
6,37.6,7,2,Berhenti
6,39.5,10,1,Bertahan
16,73.2,2,2,Bertahan
19,55.2,9,0,Upgrade
12,78.3,10,1,Bertahan
19,70.2,7,0,Upgrade
10,27.3,7,0,Bertahan
1,64.8,15,5,Berhenti
12,75.5,12,0,Upgrade
15,75.7,11,0,Upgrade
13,64.8,9,1,Bertahan
6,64.4,10,0,Bertahan
2,38.9,9,1,Berhenti
11,28.3,3,2,Berhenti
21,38.0,11,1,Bertahan
23,11.7,11,1,Bertahan
23,71.9,3,2,Bertahan
9,39.3,8,0,Bertahan
6,70.8,5,0,Bertahan
18,20.4,10,3,Bertahan
19,66.7,6,0,Bertahan
17,35.1,7,1,Bertahan
1,19.3,11,1,Bertahan
8,77.5,5,1,Bertahan
14,67.1,7,0,Bertahan
18,49.2,13,1,Upgrade
20,45.7,7,1,Bertahan
16,53.8,11,1,Upgrade
17,48.9,10,3,Bertahan
15,29.2,6,2,Berhenti
19,36.8,9,2,Berhenti
17,84.2,10,1,Bertahan
15,98.4,3,1,Bertahan
13,76.3,13,0,Upgrade
15,54.6,6,0,Bertahan
18,38.2,4,0,Bertahan
16,29.0,8,1,Bertahan
17,30.4,14,2,Bertahan
24,33.9,4,4,Berhenti
16,88.0,13,3,Bertahan
10,81.1,7,1,Bertahan
21,59.9,9,0,Upgrade
5,25.8,8,1,Bertahan
7,62.9,9,1,Bertahan
17,40.2,16,2,Bertahan
18,5.0,6,0,Bertahan
6,50.7,11,0,Bertahan
12,28.2,8,0,Bertahan
10,28.8,8,0,Bertahan
11,40.0,6,0,Bertahan
21,35.0,12,2,Bertahan
19,44.3,6,0,Upgrade
14,43.4,6,1,Bertahan
11,7.5,5,0,Berhenti
5,75.4,6,1,Bertahan
24,25.3,8,1,Bertahan
19,26.0,9,1,Bertahan
10,38.4,2,1,Berhenti
20,42.8,3,0,Bertahan
14,74.2,8,0,Upgrade
12,50.4,7,3,Berhenti
18,56.3,10,0,Upgrade
9,50.5,7,3,Bertahan
12,49.6,9,0,Bertahan
15,51.2,7,2,Berhenti
11,6.3,6,1,Berhenti
19,40.0,10,0,Bertahan
28,68.2,7,1,Upgrade
9,123.8,9,1,Bertahan
3,20.9,8,2,Berhenti
1,53.5,6,2,Berhenti
13,33.6,5,1,Bertahan
10,86.0,9,1,Upgrade
16,17.9,5,3,Berhenti
15,57.5,10,1,Upgrade
3,16.9,5,1,Bertahan
2,38.6,6,1,Berhenti
17,44.3,10,2,Bertahan
15,66.4,15,2,Bertahan
12,23.5,11,3,Berhenti
3,58.3,11,1,Bertahan
18,45.4,10,1,Bertahan
23,50.5,11,1,Bertahan
16,64.2,9,3,Berhenti
9,19.3,5,3,Berhenti
15,61.2,7,3,Bertahan
5,33.6,8,1,Bertahan
22,66.9,8,0,Upgrade
15,51.7,8,0,Bertahan
2,40.8,11,1,Bertahan
12,33.2,7,3,Berhenti
18,61.5,7,2,Bertahan
12,70.2,7,0,Bertahan
13,34.3,7,0,Bertahan
6,22.3,7,2,Berhenti
18,58.9,7,0,Bertahan
10,16.0,10,2,Bertahan
1,18.9,10,0,Berhenti
12,23.7,11,1,Bertahan
21,36.7,14,1,Bertahan
12,18.3,7,0,Bertahan
27,6.2,13,0,Upgrade
18,22.3,7,2,Bertahan
17,57.8,5,0,Upgrade
14,19.6,6,1,Bertahan
14,38.2,4,0,Bertahan
13,83.9,10,1,Upgrade
12,44.0,10,2,Berhenti
18,51.9,7,2,Bertahan
8,26.1,8,0,Bertahan
7,88.3,7,0,Bertahan
7,34.2,5,4,Berhenti
29,40.4,4,0,Upgrade
18,71.3,8,2,Bertahan
17,41.4,8,0,Bertahan
7,46.0,13,2,Berhenti
19,39.4,11,1,Bertahan
14,39.5,7,1,Bertahan
16,52.4,10,1,Bertahan
8,56.1,8,2,Berhenti
16,32.1,7,1,Bertahan
12,29.7,9,0,Bertahan
9,32.8,10,2,Bertahan
20,17.0,7,1,Bertahan
4,13.2,13,3,Berhenti
18,50.9,7,0,Bertahan
19,63.8,4,2,Bertahan
8,62.4,4,2,Berhenti
9,5.0,7,0,Berhenti
13,40.1,8,0,Bertahan
16,23.0,9,1,Bertahan
13,47.9,15,1,Bertahan
18,36.6,6,1,Bertahan
27,56.8,9,1,Upgrade
11,44.6,10,1,Bertahan
2,7.1,11,1,Bertahan
20,25.7,4,0,Bertahan
26,45.1,6,4,Bertahan
17,46.8,4,0,Bertahan
7,16.9,7,1,Bertahan
14,14.3,8,2,Bertahan
7,46.1,6,1,Berhenti
19,16.9,4,2,Berhenti
5,11.6,6,1,Bertahan
12,36.1,5,2,Berhenti
7,35.2,8,2,Berhenti
15,27.4,6,4,Berhenti
12,30.9,9,0,Bertahan
16,45.3,7,2,Bertahan
15,30.6,10,1,Bertahan
8,46.4,12,2,Bertahan
19,37.4,5,2,Bertahan
14,48.4,6,1,Bertahan
8,62.6,14,2,Bertahan
30,61.8,5,1,Bertahan
18,70.8,6,1,Bertahan
13,61.8,7,0,Bertahan
24,49.8,9,1,Bertahan
27,36.3,5,0,Upgrade
13,37.2,23,1,Bertahan
17,27.4,9,0,Bertahan
8,45.1,11,1,Bertahan
13,58.9,8,0,Upgrade
13,30.5,6,1,Bertahan
16,44.3,9,1,Bertahan
17,31.5,4,0,Bertahan
18,49.2,8,1,Bertahan
16,34.0,8,2,Bertahan
6,30.2,7,0,Bertahan
8,31.4,6,2,Bertahan
11,55.1,15,0,Upgrade
13,43.1,7,0,Bertahan
22,36.4,7,4,Berhenti
6,50.2,5,3,Berhenti
12,36.7,8,3,Berhenti
21,67.5,12,0,Upgrade
12,25.5,11,1,Bertahan
18,41.3,6,2,Bertahan
14,16.9,7,0,Bertahan
16,38.1,8,2,Bertahan
13,11.4,4,0,Bertahan
19,59.9,14,2,Upgrade
4,60.3,14,1,Bertahan
12,60.7,12,4,Bertahan
17,45.6,7,3,Berhenti
18,27.4,12,1,Bertahan
25,29.0,6,0,Bertahan
12,75.6,14,0,Upgrade
25,73.7,5,1,Upgrade
10,47.5,9,1,Bertahan
24,34.7,7,4,Berhenti
20,72.4,10,0,Upgrade
8,31.1,9,2,Berhenti
17,49.6,6,1,Bertahan
14,72.0,11,2,Bertahan
19,28.3,10,1,Bertahan
13,61.6,6,0,Bertahan
12,55.4,8,1,Bertahan
24,44.2,6,2,Bertahan
14,25.1,7,2,Bertahan
20,30.5,8,0,Bertahan
13,50.8,14,1,Bertahan
26,16.5,7,0,Bertahan
10,47.6,9,2,Bertahan
10,55.8,6,0,Bertahan
25,64.7,4,0,Bertahan
11,17.0,10,2,Berhenti
26,71.3,9,2,Bertahan
21,78.9,8,1,Bertahan
13,53.2,12,1,Upgrade
2,24.2,9,0,Bertahan
14,38.4,5,0,Bertahan
15,44.0,13,2,Bertahan
23,50.4,8,1,Bertahan
26,45.4,10,0,Upgrade
10,50.6,3,0,Bertahan
20,43.2,8,2,Bertahan
20,50.3,10,0,Upgrade
22,35.8,9,2,Bertahan
18,38.2,13,0,Bertahan
1,33.5,10,0,Bertahan
13,83.3,5,2,Bertahan
6,74.3,3,0,Bertahan
13,56.1,8,0,Bertahan
21,71.5,9,1,Upgrade
17,61.0,11,1,Bertahan
23,48.6,12,1,Bertahan
17,14.9,3,1,Bertahan
5,39.8,11,1,Bertahan
1,38.3,6,0,Berhenti
16,22.3,11,0,Bertahan
13,15.3,15,0,Upgrade
8,54.9,7,1,Bertahan
3,51.5,8,1,Berhenti
9,21.7,4,0,Bertahan
13,30.1,12,2,Berhenti
19,68.2,8,1,Bertahan
16,27.4,11,0,Bertahan
26,48.4,9,2,Bertahan
7,41.2,6,1,Bertahan
21,55.1,7,2,Bertahan
15,27.9,4,0,Bertahan
19,46.8,3,2,Bertahan
11,48.4,9,2,Bertahan
22,49.6,7,0,Bertahan
17,46.6,6,1,Bertahan
10,51.9,9,1,Bertahan
14,88.8,11,0,Upgrade
13,96.2,4,0,Upgrade
18,32.2,8,1,Bertahan
6,5.0,9,2,Berhenti
14,56.9,6,1,Bertahan
17,48.7,7,0,Bertahan
15,66.2,8,0,Upgrade
24,50.7,7,3,Bertahan
20,46.2,9,0,Bertahan
14,67.6,7,1,Bertahan
16,70.4,12,1,Bertahan
17,17.3,9,1,Berhenti
17,28.7,10,0,Bertahan
2,42.9,7,1,Berhenti
12,47.0,14,1,Bertahan
4,40.5,7,2,Berhenti
23,53.7,11,1,Bertahan
14,64.9,4,0,Bertahan
13,79.5,7,0,Upgrade
21,56.6,5,0,Upgrade
17,28.0,6,1,Bertahan
7,42.1,10,1,Bertahan
14,43.5,5,1,Bertahan
12,55.3,4,2,Bertahan
2,52.8,5,0,Bertahan
10,86.0,11,1,Bertahan
13,35.8,10,1,Bertahan
14,52.7,6,2,Bertahan
4,92.1,11,2,Bertahan
23,33.3,5,0,Bertahan
14,47.9,10,1,Bertahan
15,26.1,10,0,Bertahan
17,46.6,6,0,Upgrade
9,29.4,9,1,Bertahan
18,65.9,6,0,Bertahan
12,47.9,6,2,Bertahan
8,26.3,7,0,Bertahan
19,61.8,5,0,Upgrade
25,48.6,5,0,Bertahan
20,64.1,13,0,Upgrade
21,22.0,7,2,Bertahan
11,52.4,7,3,Bertahan
3,60.5,8,2,Berhenti
25,36.5,11,0,Upgrade
29,19.8,8,0,Bertahan
25,44.2,10,3,Bertahan
12,69.6,6,1,Bertahan
6,67.5,12,3,Bertahan
7,36.4,12,0,Bertahan
3,19.3,7,1,Berhenti
14,36.4,3,2,Berhenti
26,35.6,14,1,Upgrade
14,53.9,10,2,Bertahan
17,42.9,9,1,Bertahan
24,29.9,11,1,Bertahan
12,67.1,8,1,Bertahan
29,47.8,9,0,Upgrade
28,53.7,9,1,Upgrade
14,10.5,6,0,Bertahan
10,5.0,6,1,Berhenti
19,16.2,13,3,Berhenti
12,35.4,3,0,Bertahan
6,56.5,13,1,Bertahan
23,5.0,8,3,Bertahan
23,76.9,8,1,Upgrade
16,48.4,10,1,Bertahan
6,72.2,6,0,Bertahan
6,27.3,10,0,Bertahan
15,55.1,7,0,Upgrade
11,46.7,9,0,Bertahan
12,61.4,3,2,Bertahan
22,40.3,5,0,Upgrade
20,54.5,4,1,Bertahan
24,67.0,9,1,Upgrade
8,32.0,8,0,Bertahan
12,49.8,8,1,Bertahan
20,7.2,3,1,Berhenti
18,59.1,7,0,Bertahan
25,84.1,5,1,Bertahan
17,20.1,8,0,Bertahan
27,43.2,9,1,Bertahan
18,62.6,7,1,Bertahan
22,45.6,12,1,Upgrade
12,48.3,4,0,Bertahan
15,37.2,6,2,Bertahan
21,36.4,2,1,Bertahan
26,43.3,8,1,Bertahan
20,45.8,4,1,Bertahan
14,21.4,6,2,Berhenti
24,43.7,4,1,Upgrade
1,76.4,15,1,Bertahan
5,36.6,8,3,Berhenti
19,20.3,8,1,Bertahan
15,42.0,8,0,Upgrade
19,30.7,11,1,Bertahan
15,18.2,6,1,Berhenti
18,47.8,17,2,Bertahan
9,30.8,8,2,Bertahan
18,32.5,7,0,Bertahan
21,48.1,6,0,Upgrade
23,14.3,10,1,Bertahan
29,10.2,14,4,Berhenti
16,58.4,11,0,Upgrade
16,6.4,10,2,Berhenti
4,25.5,4,2,Berhenti
11,9.0,11,1,Berhenti
13,35.3,8,2,Bertahan
22,53.6,3,1,Bertahan
10,47.2,10,0,Bertahan
20,92.8,6,3,Bertahan
14,66.7,13,0,Bertahan
13,26.4,11,1,Bertahan
16,21.1,10,2,Bertahan
12,99.1,7,0,Upgrade
11,66.3,4,2,Berhenti
3,56.8,5,0,Bertahan
13,46.5,10,2,Bertahan
11,50.5,6,2,Bertahan
11,15.4,4,1,Bertahan
17,48.1,5,0,Bertahan
19,46.4,6,1,Bertahan
16,26.9,9,1,Bertahan
21,34.2,9,3,Berhenti
19,75.3,9,0,Upgrade
12,42.5,6,0,Bertahan
11,86.4,9,2,Bertahan
17,10.2,13,0,Bertahan
19,34.6,4,0,Bertahan
24,14.1,5,1,Bertahan
23,20.8,7,0,Bertahan
11,28.4,9,1,Bertahan
14,51.3,8,2,Bertahan
19,50.3,11,0,Upgrade
22,31.4,8,1,Bertahan
21,5.0,6,2,Berhenti
14,74.6,10,2,Bertahan
6,39.3,11,1,Bertahan
8,22.7,6,2,Berhenti
16,50.5,10,1,Bertahan
17,49.1,11,0,Upgrade
7,38.5,11,3,Berhenti
15,48.0,6,2,Bertahan
19,21.9,7,2,Berhenti
6,60.2,13,1,Bertahan
22,25.1,7,1,Bertahan
12,32.9,8,0,Bertahan
23,58.0,5,1,Bertahan
11,69.1,5,0,Bertahan
7,76.7,11,0,Bertahan
11,66.1,8,0,Bertahan
14,38.5,10,0,Bertahan
12,14.2,11,3,Berhenti
13,73.1,6,0,Bertahan
17,72.4,5,0,Bertahan
13,31.6,5,1,Berhenti
14,63.4,11,1,Bertahan
3,38.4,5,1,Bertahan
17,75.0,1,0,Bertahan
14,34.7,7,0,Bertahan
26,84.6,14,2,Upgrade
8,60.7,5,0,Bertahan
2,81.0,6,0,Bertahan
19,35.7,8,1,Bertahan
17,53.1,7,1,Bertahan
7,25.6,7,1,Bertahan
4,61.9,8,3,Bertahan
25,63.0,5,0,Upgrade
24,92.9,7,2,Bertahan
1,54.6,8,0,Bertahan
11,59.5,8,4,Berhenti
26,35.6,9,1,Bertahan
11,55.8,7,2,Bertahan
11,37.4,14,3,Bertahan
13,47.3,7,0,Bertahan
7,48.5,6,1,Berhenti
3,38.0,7,0,Bertahan
22,46.3,5,1,Bertahan
2,37.5,11,1,Bertahan
16,37.4,7,1,Bertahan
21,66.5,14,2,Bertahan
4,48.5,8,0,Bertahan
8,51.9,12,1,Bertahan
23,15.9,8,1,Bertahan
18,53.5,14,0,Upgrade
10,55.6,5,0,Bertahan
23,37.0,8,3,Berhenti
23,86.7,12,0,Upgrade
16,5.0,8,2,Berhenti
8,60.7,14,0,Upgrade
12,59.3,5,1,Bertahan
17,55.8,8,1,Bertahan
13,48.5,7,1,Bertahan
21,56.0,7,0,Upgrade
4,62.4,12,3,Berhenti
4,30.5,6,3,Berhenti
16,51.0,6,0,Bertahan
11,41.3,7,0,Bertahan
10,23.1,10,2,Bertahan
2,59.3,8,2,Berhenti
15,33.7,7,0,Bertahan
14,15.0,12,1,Bertahan
19,34.2,7,2,Bertahan
15,29.0,5,1,Berhenti
14,65.6,7,1,Bertahan
23,48.1,9,1,Bertahan
5,72.6,10,2,Bertahan
18,31.7,2,1,Bertahan
3,62.5,12,0,Bertahan
9,101.8,4,1,Bertahan
6,52.1,7,0,Bertahan
20,62.2,12,1,Bertahan
14,58.9,8,1,Bertahan
14,16.6,8,2,Bertahan
7,56.7,4,2,Berhenti
